barcode	sub_category_slug	top_category_id	source
010900302913	household-imported	19	tiv_taam
014100074816	snacks-imported	7	tiv_taam
018176787007	snacks-imported	7	tiv_taam
034000490059	snacks-imported	7	tiv_taam
038000138607	snacks-imported	7	tiv_taam
043431042195	snacks-imported	7	tiv_taam
044600300580	household-imported	19	tiv_taam
051000012920	drinks-imported	8	tiv_taam
054881000208	drinks-imported	8	tiv_taam
054881025591	drinks-imported	8	tiv_taam
055653170259	snacks-imported	7	tiv_taam
076840620029	frozen-imported	2	tiv_taam
100128	meat-main	4	shufersal
100265	meat-main	4	shufersal
100272	meat-main	4	shufersal
10181032707	organic-main	10	shufersal
10181040009	household-main	19	shufersal
10181040313	household-main	19	shufersal
10181040351	household-main	19	shufersal
10181040375	electronics-main	26	shufersal
10181040764	household-main	19	shufersal
10181041587	household-main	19	shufersal
10181041730	household-main	19	shufersal
10181051708	organic-main	10	shufersal
10181140648	household-main	19	shufersal
101927	meat-main	4	shufersal
101941	meat-main	4	shufersal
101958	meat-main	4	shufersal
1022795	clothing-main	27	shufersal
1022825	clothing-main	27	shufersal
1022832	clothing-main	27	shufersal
1022849	clothing-main	27	shufersal
1022856	clothing-main	27	shufersal
103457	bedroom-main	21	shufersal
103471	bedroom-main	21	shufersal
103488	meat-main	4	shufersal
103518	meat-main	4	shufersal
103730	meat-main	4	shufersal
103822	bedroom-main	21	shufersal
104072	meat-main	4	shufersal
1041185	fragrance-main	13	shufersal
1041192	fragrance-main	13	shufersal
1041208	fragrance-main	13	shufersal
1041260	fragrance-main	13	shufersal
104201	meat-main	4	shufersal
104225	meat-main	4	shufersal
1043	skincare-main	12	shufersal
1045633	clothing-main	27	shufersal
1045657	clothing-main	27	shufersal
1045688	clothing-main	27	shufersal
104676	meat-main	4	shufersal
104683	bedroom-main	21	shufersal
104690	meat-main	4	shufersal
104706	meat-main	4	shufersal
104713	meat-main	4	shufersal
104720	meat-main	4	shufersal
104737	meat-main	4	shufersal
104744	meat-main	4	shufersal
104751	meat-main	4	shufersal
104768	meat-main	4	shufersal
104775	meat-main	4	shufersal
104799	meat-main	4	shufersal
104805	kids-main	17	shufersal
104829	bedroom-main	21	shufersal
104836	meat-main	4	shufersal
104874	bedroom-main	21	shufersal
104881	meat-main	4	shufersal
104904	bedroom-main	21	shufersal
104911	bedroom-main	21	shufersal
1050	skincare-main	12	shufersal
1052501	frozen-main	2	shufersal
106175	meat-main	4	shufersal
106526	meat-main	4	shufersal
1065594	makeup-main	14	shufersal
1065983	makeup-main	14	shufersal
1066782	makeup-main	14	shufersal
1066973	makeup-main	14	shufersal
107	skincare-main	12	shufersal
107189	meat-main	4	shufersal
107295	meat-main	4	shufersal
1074	skincare-main	12	shufersal
107615	kids-main	17	shufersal
107622	meat-main	4	shufersal
10900035187	clothing-main	27	shufersal
10900035194	clothing-main	27	shufersal
10900302814	electronics-main	26	shufersal
110844	electronics-main	26	shufersal
110851	electronics-main	26	shufersal
111117	electronics-main	26	shufersal
111186	kids-main	17	shufersal
11120182132	garden-main	24	shufersal
11120231977	garden-main	24	shufersal
11120272130	garden-main	24	shufersal
11120272581	garden-main	24	shufersal
11120275728	garden-main	24	shufersal
11120277302	garden-main	24	shufersal
11120277432	garden-main	24	shufersal
11120284058	garden-main	24	shufersal
111360	kids-main	17	shufersal
1115121	household-main	19	shufersal
11182700954	fragrance-main	13	shufersal
11210000032	kids-main	17	shufersal
11210000094	kids-main	17	shufersal
11210009387	kids-main	17	shufersal
1121023	clothing-main	27	shufersal
1121030	clothing-main	27	shufersal
1121054	clothing-main	27	shufersal
11210698055	kids-main	17	shufersal
1121146	clothing-main	27	shufersal
1121238	clothing-main	27	shufersal
1121658	drinks-main	8	shufersal
1121665	drinks-main	8	shufersal
1121849	drinks-main	8	shufersal
1125786	household-main	19	shufersal
1125816	household-main	19	shufersal
1125892	household-main	19	shufersal
1125953	household-main	19	shufersal
112619	fragrance-main	13	shufersal
1126721	household-main	19	shufersal
1126806	household-main	19	shufersal
1126820	household-main	19	shufersal
1126868	household-main	19	shufersal
1127162	household-main	19	shufersal
1127254	household-main	19	shufersal
1127339	household-main	19	shufersal
1127742	household-main	19	shufersal
1127759	household-main	19	shufersal
1127803	household-main	19	shufersal
1127841	household-main	19	shufersal
1129524	household-main	19	shufersal
1129845	household-main	19	shufersal
113180	kids-main	17	shufersal
113203	electronics-main	26	shufersal
116204	fragrance-main	13	shufersal
1164266	makeup-main	14	shufersal
1164273	makeup-main	14	shufersal
1164419	makeup-main	14	shufersal
116884	kids-main	17	shufersal
116921	fragrance-main	13	shufersal
116945	fragrance-main	13	shufersal
117044240139	organic-main	10	shufersal
117720	fragrance-main	13	shufersal
118277	fragrance-main	13	shufersal
1186237	makeup-main	14	shufersal
1199039	clothing-main	27	shufersal
1199046	kids-main	17	shufersal
1199084	clothing-main	27	shufersal
1199107	clothing-main	27	shufersal
1199244	clothing-main	27	shufersal
1200130021961	kitchen-main	20	shufersal
1201111000029	garden-main	24	shufersal
1201210000036	cooking-main	5	shufersal
1201210000043	snacks-main	7	shufersal
1201211000028	snacks-main	7	shufersal
1201211000318	snacks-main	7	shufersal
1201572	clothing-main	27	shufersal
1201589	household-main	19	shufersal
1201596	household-main	19	shufersal
1201602	clothing-main	27	shufersal
1201619	clothing-main	27	shufersal
1201640	clothing-main	27	shufersal
1201664	clothing-main	27	shufersal
1201855	clothing-main	27	shufersal
1201862	clothing-main	27	shufersal
1201886	bedroom-main	21	shufersal
1201893	bedroom-main	21	shufersal
1202038000024	cooking-main	5	shufersal
1202097010040	cooking-main	5	shufersal
1202206000214	cooking-main	5	shufersal
1202206000221	snacks-main	7	shufersal
1202212000031	snacks-main	7	shufersal
1202212000048	clothing-main	27	shufersal
1202294000066	cooking-main	5	shufersal
1203015000013	snacks-main	7	shufersal
1203026000040	cooking-main	5	shufersal
1203026000071	cooking-main	5	shufersal
1203109000011	cooking-main	5	shufersal
1204026000061	snacks-main	7	shufersal
1204068000043	cooking-main	5	shufersal
1204184	organic-main	10	shufersal
1204320	household-main	19	shufersal
1204375	household-main	19	shufersal
1204382	household-main	19	shufersal
1204399	household-main	19	shufersal
1204413000056	garden-main	24	shufersal
1204414000055	garden-main	24	shufersal
1204415000030	garden-main	24	shufersal
1204415000054	garden-main	24	shufersal
1204641	household-main	19	shufersal
1204832	household-main	19	shufersal
1204993	household-main	19	shufersal
1206053000038	garden-main	24	shufersal
1207035230009	cooking-main	5	shufersal
1207169290023	clothing-main	27	shufersal
1207169290047	cooking-main	5	shufersal
1207386340013	cooking-main	5	shufersal
1207392290074	cooking-main	5	shufersal
1207392290135	cooking-main	5	shufersal
1207401290040	cooking-main	5	shufersal
1207404230067	cooking-main	5	shufersal
1207413290168	cooking-main	5	shufersal
1207416230031	cooking-main	5	shufersal
1207416230048	snacks-main	7	shufersal
1207416290035	cooking-main	5	shufersal
1207416290042	snacks-main	7	shufersal
1207416290059	cooking-main	5	shufersal
120836	kids-main	17	shufersal
120874	fragrance-main	13	shufersal
1209189	kids-main	17	shufersal
1209646	household-main	19	shufersal
121093	clothing-main	27	shufersal
121109	clothing-main	27	shufersal
1211212000040	snacks-main	7	shufersal
1212058000119	garden-main	24	shufersal
1212096000089	cooking-main	5	shufersal
1212106000016	cooking-main	5	shufersal
1212206000213	garden-main	24	shufersal
1212206000220	cooking-main	5	shufersal
1212206000404	cooking-main	5	shufersal
1213206000210	garden-main	24	shufersal
1214212000041	snacks-main	7	shufersal
1215110000003	cooking-main	5	shufersal
1216040	fragrance-main	13	shufersal
1216057	fragrance-main	13	shufersal
1216118	fragrance-main	13	shufersal
1216125	fragrance-main	13	shufersal
1216149	makeup-main	14	shufersal
1216231	kids-main	17	shufersal
1216705	fragrance-main	13	shufersal
1225066	household-main	19	shufersal
122830	fragrance-main	13	shufersal
1229903	organic-main	10	shufersal
1231755219754	pets-main	18	shufersal
1233633611094	cooking-main	5	shufersal
1235735710026	kitchen-main	20	shufersal
1235735710033	kitchen-main	20	shufersal
1235735710071	kitchen-main	20	shufersal
1235735710095	kitchen-main	20	shufersal
1235735710101	kitchen-main	20	shufersal
1235735710668	kitchen-main	20	shufersal
1235735710675	kitchen-main	20	shufersal
1235735710705	kitchen-main	20	shufersal
1235735710729	kitchen-main	20	shufersal
1235735710767	kitchen-main	20	shufersal
1235735710842	kitchen-main	20	shufersal
1235735710866	kitchen-main	20	shufersal
1235735710873	kitchen-main	20	shufersal
1235735710897	kitchen-main	20	shufersal
1235735710903	kitchen-main	20	shufersal
1238538512194	household-main	19	shufersal
1244112114609	kitchen-main	20	shufersal
1244112114623	kitchen-main	20	shufersal
1244112114647	kitchen-main	20	shufersal
1244112114654	kitchen-main	20	shufersal
1244112114708	kitchen-main	20	shufersal
1244112114821	kitchen-main	20	shufersal
1244112116177	kitchen-main	20	shufersal
1244112118065	kitchen-main	20	shufersal
1244112119482	kitchen-main	20	shufersal
1244112119697	kitchen-main	20	shufersal
1244112119703	kitchen-main	20	shufersal
1244112119727	kitchen-main	20	shufersal
1244112119741	kitchen-main	20	shufersal
1244112119833	kitchen-main	20	shufersal
1244112119895	kitchen-main	20	shufersal
1244112119901	kitchen-main	20	shufersal
1244112119918	kitchen-main	20	shufersal
1244112119925	kitchen-main	20	shufersal
1244112119963	kitchen-main	20	shufersal
1244112120006	kitchen-main	20	shufersal
1244144116527	kitchen-main	20	shufersal
1244144126649	kitchen-main	20	shufersal
1244144130677	kitchen-main	20	shufersal
1246955	electronics-main	26	shufersal
1246962	electronics-main	26	shufersal
1246979	electronics-main	26	shufersal
1246993	electronics-main	26	shufersal
1247068	clothing-main	27	shufersal
1247082	clothing-main	27	shufersal
1247099	clothing-main	27	shufersal
1247105	clothing-main	27	shufersal
1247112	clothing-main	27	shufersal
1247129	clothing-main	27	shufersal
1247143	clothing-main	27	shufersal
1247723	clothing-main	27	shufersal
1247730	clothing-main	27	shufersal
1247747	clothing-main	27	shufersal
1249383	household-main	19	shufersal
1251551510145	frozen-main	2	shufersal
1251551510169	frozen-main	2	shufersal
1251551510268	frozen-main	2	shufersal
1251551510275	frozen-main	2	shufersal
1251551510282	frozen-main	2	shufersal
1258040	clothing-main	27	shufersal
1258088	clothing-main	27	shufersal
1258101	clothing-main	27	shufersal
1258118	clothing-main	27	shufersal
1258170	clothing-main	27	shufersal
1258200	clothing-main	27	shufersal
1258255	clothing-main	27	shufersal
1258323	clothing-main	27	shufersal
1258415	clothing-main	27	shufersal
1258446	bedroom-main	21	shufersal
1258552	clothing-main	27	shufersal
1258668	household-main	19	shufersal
1258682	clothing-main	27	shufersal
1258729	clothing-main	27	shufersal
1258736	clothing-main	27	shufersal
1258804	bedroom-main	21	shufersal
1258859	clothing-main	27	shufersal
1258941	clothing-main	27	shufersal
1258958	kids-main	17	shufersal
1258989	clothing-main	27	shufersal
1258996	clothing-main	27	shufersal
1274576	meat-main	4	shufersal
1274583	meat-main	4	shufersal
1274934	meat-main	4	shufersal
1275275212185	pets-main	18	shufersal
1275275214608	frozen-main	2	shufersal
1275275214912	snacks-main	7	shufersal
1283936	household-main	19	shufersal
129457	fragrance-main	13	shufersal
130248	fragrance-main	13	shufersal
1303207	meat-main	4	shufersal
1303214	meat-main	4	shufersal
1303238	meat-main	4	shufersal
1303269	meat-main	4	shufersal
1303283	meat-main	4	shufersal
1305188	electronics-main	26	shufersal
1312995	clothing-main	27	shufersal
131368	meat-main	4	shufersal
1327791	meat-main	4	shufersal
132920591327	organic-main	10	shufersal
13300280676	fragrance-main	13	shufersal
134147	bedroom-main	21	shufersal
1342497	meat-main	4	shufersal
134307	bedroom-main	21	shufersal
134314	bedroom-main	21	shufersal
134338	bedroom-main	21	shufersal
134352	bedroom-main	21	shufersal
134376	bedroom-main	21	shufersal
1343845	electronics-main	26	shufersal
134550	bedroom-main	21	shufersal
134666	bedroom-main	21	shufersal
134673	bedroom-main	21	shufersal
1346970000473	organic-main	10	shufersal
134758	bedroom-main	21	shufersal
134826	bedroom-main	21	shufersal
134833	bedroom-main	21	shufersal
134840	bedroom-main	21	shufersal
134857	bedroom-main	21	shufersal
134864	bedroom-main	21	shufersal
134871	bedroom-main	21	shufersal
134970	bedroom-main	21	shufersal
134987	bedroom-main	21	shufersal
134994	bedroom-main	21	shufersal
135052	clothing-main	27	shufersal
135151	clothing-main	27	shufersal
135182	kids-main	17	shufersal
135465	clothing-main	27	shufersal
1361016	meat-main	4	shufersal
1361085	meat-main	4	shufersal
1361177	meat-main	4	shufersal
1361207	meat-main	4	shufersal
1361269	meat-main	4	shufersal
136141	clothing-main	27	shufersal
1361573	meat-main	4	shufersal
136158	clothing-main	27	shufersal
136165	clothing-main	27	shufersal
136172	clothing-main	27	shufersal
1361733	meat-main	4	shufersal
136189	clothing-main	27	shufersal
1361894	meat-main	4	shufersal
136240	clothing-main	27	shufersal
136264	clothing-main	27	shufersal
136288	clothing-main	27	shufersal
136455	clothing-main	27	shufersal
136486	clothing-main	27	shufersal
136516	clothing-main	27	shufersal
136523	clothing-main	27	shufersal
136561	clothing-main	27	shufersal
136585	clothing-main	27	shufersal
136646	clothing-main	27	shufersal
136653	clothing-main	27	shufersal
136691	clothing-main	27	shufersal
136752	clothing-main	27	shufersal
136769	kids-main	17	shufersal
136776	kids-main	17	shufersal
136783	clothing-main	27	shufersal
136790	clothing-main	27	shufersal
136806	clothing-main	27	shufersal
136837	clothing-main	27	shufersal
136844	clothing-main	27	shufersal
136868	clothing-main	27	shufersal
136875	clothing-main	27	shufersal
137513	meat-main	4	shufersal
137643	meat-main	4	shufersal
139135	bedroom-main	21	shufersal
139227	bedroom-main	21	shufersal
139258	bedroom-main	21	shufersal
1407547	fragrance-main	13	shufersal
1407813	fragrance-main	13	shufersal
1407844	fragrance-main	13	shufersal
1407936	kids-main	17	shufersal
1415757	frozen-main	2	shufersal
1427019	bread-main	6	shufersal
1427118	bread-main	6	shufersal
1427132	clothing-main	27	shufersal
1427255	bread-main	6	shufersal
1427323	bread-main	6	shufersal
1427347	bread-main	6	shufersal
1427392	bread-main	6	shufersal
1427415	bread-main	6	shufersal
1427453	bread-main	6	shufersal
1427569	bread-main	6	shufersal
144467	fragrance-main	13	shufersal
144474	fragrance-main	13	shufersal
145	skincare-main	12	shufersal
146928	living-room-main	23	shufersal
146997	living-room-main	23	shufersal
1471272	makeup-main	14	shufersal
1471722	makeup-main	14	shufersal
1471739	makeup-main	14	shufersal
1471845	makeup-main	14	shufersal
1471869	makeup-main	14	shufersal
1471975	makeup-main	14	shufersal
1485019	clothing-main	27	shufersal
1485026	clothing-main	27	shufersal
1485033	clothing-main	27	shufersal
1491010	clothing-main	27	shufersal
1491096	clothing-main	27	shufersal
149905	electronics-main	26	shufersal
150277	clothing-main	27	shufersal
150369	clothing-main	27	shufersal
1507360	meat-main	4	shufersal
151052	clothing-main	27	shufersal
152028	clothing-main	27	shufersal
152288	household-main	19	shufersal
152299457871	organic-main	10	shufersal
1523049	garden-main	24	shufersal
1523094	cooking-main	5	shufersal
1523124	household-main	19	shufersal
1523131	garden-main	24	shufersal
1523186	snacks-main	7	shufersal
1523193	garden-main	24	shufersal
1523230	garden-main	24	shufersal
1523285	household-main	19	shufersal
1523308	household-main	19	shufersal
1523414	garden-main	24	shufersal
1523452	garden-main	24	shufersal
1523490	household-main	19	shufersal
1523605	cooking-main	5	shufersal
1523674	snacks-main	7	shufersal
1523728	household-main	19	shufersal
1523759	household-main	19	shufersal
1523957	garden-main	24	shufersal
1524	skincare-main	12	shufersal
152608	clothing-main	27	shufersal
152943	clothing-main	27	shufersal
1552049	meat-main	4	shufersal
1567760	drinks-main	8	shufersal
1567814	clothing-main	27	shufersal
1579	skincare-main	12	shufersal
1586	skincare-main	12	shufersal
1593	skincare-main	12	shufersal
1594025	clothing-main	27	shufersal
1594155	clothing-main	27	shufersal
1594179	clothing-main	27	shufersal
1594377	clothing-main	27	shufersal
1594391	clothing-main	27	shufersal
1594568	clothing-main	27	shufersal
1594575	clothing-main	27	shufersal
1594810	clothing-main	27	shufersal
1594858	clothing-main	27	shufersal
1594865	kids-main	17	shufersal
1598085	electronics-main	26	shufersal
1598313	meat-main	4	shufersal
1598320	meat-main	4	shufersal
1598344	meat-main	4	shufersal
1598405	meat-main	4	shufersal
1598412	meat-main	4	shufersal
1598429	electronics-main	26	shufersal
1598573	kids-main	17	shufersal
1598580	clothing-main	27	shufersal
1598603	meat-main	4	shufersal
1598610	meat-main	4	shufersal
16000423534	electronics-main	26	shufersal
16000548404	electronics-main	26	shufersal
16000548503	electronics-main	26	shufersal
16000548909	electronics-main	26	shufersal
1609	skincare-main	12	shufersal
1616	skincare-main	12	shufersal
16229914578	makeup-main	14	shufersal
16229917593	makeup-main	14	shufersal
16229917630	makeup-main	14	shufersal
16229917647	makeup-main	14	shufersal
1641804	household-main	19	shufersal
1648155	clothing-main	27	shufersal
1648995	clothing-main	27	shufersal
1692417	pets-main	18	shufersal
1692479	pets-main	18	shufersal
1692547	household-main	19	shufersal
1692554	household-main	19	shufersal
1692578	household-main	19	shufersal
169538	fragrance-main	13	shufersal
1696385	electronics-main	26	shufersal
1697504	makeup-main	14	shufersal
1697658	makeup-main	14	shufersal
170053	kids-main	17	shufersal
170077	electronics-main	26	shufersal
1713150	electronics-main	26	shufersal
1713167	electronics-main	26	shufersal
174099	electronics-main	26	shufersal
174723	clothing-main	27	shufersal
1750681	household-main	19	shufersal
176062	clothing-main	27	shufersal
176079	clothing-main	27	shufersal
176093	clothing-main	27	shufersal
176413	clothing-main	27	shufersal
176420	clothing-main	27	shufersal
176475	clothing-main	27	shufersal
1780428	meat-main	4	shufersal
178103	electronics-main	26	shufersal
178134	electronics-main	26	shufersal
178707	kids-main	17	shufersal
178721	kids-main	17	shufersal
179750642508	living-room-main	23	shufersal
18000701223	kids-main	17	shufersal
18000703494	kids-main	17	shufersal
18000766413	kids-main	17	shufersal
180212	clothing-main	27	shufersal
1808245	household-main	19	shufersal
1808252	household-main	19	shufersal
1808276	household-main	19	shufersal
181103	electronics-main	26	shufersal
18176787007	electronics-main	26	shufersal
1817728	clothing-main	27	shufersal
1818886	pharmacy-main	16	shufersal
1819654	household-main	19	shufersal
1842959	household-main	19	shufersal
186207	living-room-main	23	shufersal
186931	electronics-main	26	shufersal
1873489	household-main	19	shufersal
187938	electronics-main	26	shufersal
188355	pharmacy-main	16	shufersal
188553	living-room-main	23	shufersal
188591	living-room-main	23	shufersal
189192	electronics-main	26	shufersal
189482	electronics-main	26	shufersal
189505	electronics-main	26	shufersal
1895795	garden-main	24	shufersal
189659	electronics-main	26	shufersal
189734	electronics-main	26	shufersal
190074000911	kitchen-main	20	shufersal
190074000959	kitchen-main	20	shufersal
190150	kids-main	17	shufersal
190198	electronics-main	26	shufersal
1902301	electronics-main	26	shufersal
1902325	electronics-main	26	shufersal
190781107088	kitchen-main	20	shufersal
190781107095	kitchen-main	20	shufersal
190781107101	kitchen-main	20	shufersal
190781107118	kitchen-main	20	shufersal
190781107125	kitchen-main	20	shufersal
190781107132	kitchen-main	20	shufersal
190781107149	kitchen-main	20	shufersal
190781107156	kitchen-main	20	shufersal
190781977902	kitchen-main	20	shufersal
190853	pharmacy-main	16	shufersal
191225	clothing-main	27	shufersal
191539	electronics-main	26	shufersal
191546	electronics-main	26	shufersal
191628481965	kitchen-main	20	shufersal
191645	clothing-main	27	shufersal
191652	electronics-main	26	shufersal
192333042793	fragrance-main	13	shufersal
192333042809	fragrance-main	13	shufersal
192333066928	fragrance-main	13	shufersal
192333066942	fragrance-main	13	shufersal
192333074572	household-main	19	shufersal
192333077832	household-main	19	shufersal
192333100912	household-main	19	shufersal
192333100998	household-main	19	shufersal
192333101674	pharmacy-main	16	shufersal
192333101681	pharmacy-main	16	shufersal
192333102190	household-main	19	shufersal
192333102749	pharmacy-main	16	shufersal
192333125113	fragrance-main	13	shufersal
192333125120	fragrance-main	13	shufersal
192333128671	household-main	19	shufersal
192333129272	household-main	19	shufersal
192333130308	household-main	19	shufersal
192333144756	fragrance-main	13	shufersal
192333148365	household-main	19	shufersal
192333149119	pharmacy-main	16	shufersal
192333150580	fragrance-main	13	shufersal
192333158425	household-main	19	shufersal
192333164594	household-main	19	shufersal
192333166932	pharmacy-main	16	shufersal
192333169315	fragrance-main	13	shufersal
192333175521	household-main	19	shufersal
192333184073	pharmacy-main	16	shufersal
192333192214	household-main	19	shufersal
192333201534	household-main	19	shufersal
192333205334	household-main	19	shufersal
192333209028	household-main	19	shufersal
192333211762	pharmacy-main	16	shufersal
192333211779	pharmacy-main	16	shufersal
192333232323	pharmacy-main	16	shufersal
192333242780	fragrance-main	13	shufersal
192333242797	fragrance-main	13	shufersal
192333255001	household-main	19	shufersal
192333261538	household-main	19	shufersal
192333271858	household-main	19	shufersal
192333278116	household-main	19	shufersal
192333291696	living-room-main	23	shufersal
192333291948	living-room-main	23	shufersal
192333292860	living-room-main	23	shufersal
192333292884	living-room-main	23	shufersal
192333300848	household-main	19	shufersal
192333300855	household-main	19	shufersal
192333301043	household-main	19	shufersal
192333301630	household-main	19	shufersal
192333301708	household-main	19	shufersal
192333301760	household-main	19	shufersal
193014	living-room-main	23	shufersal
193083	living-room-main	23	shufersal
193205	living-room-main	23	shufersal
193424057153	kitchen-main	20	shufersal
193424172702	kitchen-main	20	shufersal
193472	living-room-main	23	shufersal
193540	living-room-main	23	shufersal
193649	living-room-main	23	shufersal
193656	living-room-main	23	shufersal
194288	fragrance-main	13	shufersal
1943496	makeup-main	14	shufersal
1943595	makeup-main	14	shufersal
1943823	pets-main	18	shufersal
1943915	makeup-main	14	shufersal
1946121	fragrance-main	13	shufersal
194644034962	kitchen-main	20	shufersal
194644042783	kitchen-main	20	shufersal
194644047160	kitchen-main	20	shufersal
194644058173	kitchen-main	20	shufersal
194644098551	kitchen-main	20	shufersal
194644126469	kitchen-main	20	shufersal
194644126629	kitchen-main	20	shufersal
194644139827	kitchen-main	20	shufersal
194644139964	kitchen-main	20	shufersal
194644158668	kitchen-main	20	shufersal
194644171223	kitchen-main	20	shufersal
194644176228	kitchen-main	20	shufersal
194644216016	kitchen-main	20	shufersal
194837	clothing-main	27	shufersal
194905	living-room-main	23	shufersal
195071496378	pets-main	18	shufersal
195071496392	pets-main	18	shufersal
195071496408	pets-main	18	shufersal
195071496552	pets-main	18	shufersal
195071496569	pets-main	18	shufersal
195071496651	pets-main	18	shufersal
195071497238	pets-main	18	shufersal
195071497269	pets-main	18	shufersal
195071497337	pets-main	18	shufersal
195071497351	pets-main	18	shufersal
195071497467	pets-main	18	shufersal
195071497481	pets-main	18	shufersal
195216	electronics-main	26	shufersal
195537	pharmacy-main	16	shufersal
195773	clothing-main	27	shufersal
195893805266	fragrance-main	13	shufersal
195949688591	kitchen-main	20	shufersal
195949689673	kitchen-main	20	shufersal
195949821905	household-main	19	shufersal
195949976247	kitchen-main	20	shufersal
195950086218	kitchen-main	20	shufersal
195950086447	kitchen-main	20	shufersal
195950086904	kitchen-main	20	shufersal
195950087130	kitchen-main	20	shufersal
195950087369	kitchen-main	20	shufersal
195950543742	household-main	19	shufersal
195950608816	household-main	19	shufersal
195950609073	household-main	19	shufersal
195950610635	household-main	19	shufersal
195950610895	household-main	19	shufersal
195950611021	household-main	19	shufersal
195950619386	household-main	19	shufersal
195950619539	household-main	19	shufersal
195950619638	household-main	19	shufersal
195950622591	household-main	19	shufersal
195950623390	household-main	19	shufersal
195950623598	household-main	19	shufersal
195950623994	household-main	19	shufersal
195950627176	household-main	19	shufersal
195950627374	household-main	19	shufersal
195950627572	household-main	19	shufersal
195950627770	household-main	19	shufersal
195950627978	household-main	19	shufersal
195950628173	household-main	19	shufersal
195950630787	household-main	19	shufersal
195950630817	household-main	19	shufersal
195950630879	household-main	19	shufersal
195950631838	household-main	19	shufersal
195950632132	household-main	19	shufersal
195950632286	household-main	19	shufersal
195950638820	household-main	19	shufersal
195950639025	household-main	19	shufersal
195950639223	household-main	19	shufersal
195950639421	household-main	19	shufersal
195950639629	household-main	19	shufersal
195950639827	household-main	19	shufersal
195950643510	household-main	19	shufersal
195950643718	household-main	19	shufersal
195950643916	household-main	19	shufersal
195950644517	household-main	19	shufersal
195950644715	household-main	19	shufersal
195950644913	household-main	19	shufersal
195950645316	household-main	19	shufersal
195950645651	household-main	19	shufersal
195950645804	household-main	19	shufersal
195950646009	household-main	19	shufersal
195950646153	household-main	19	shufersal
195950646450	household-main	19	shufersal
195950646801	household-main	19	shufersal
195950646955	household-main	19	shufersal
195951030531	kitchen-main	20	shufersal
195951030913	kitchen-main	20	shufersal
196334628215	pets-main	18	shufersal
196334628222	pets-main	18	shufersal
196334628239	pets-main	18	shufersal
196334628246	pets-main	18	shufersal
196334628253	pets-main	18	shufersal
196334628260	pets-main	18	shufersal
196334628277	pets-main	18	shufersal
196334628284	pets-main	18	shufersal
196334628291	pets-main	18	shufersal
196334628307	pets-main	18	shufersal
196334628314	pets-main	18	shufersal
196334628550	pets-main	18	shufersal
196334628567	pets-main	18	shufersal
196334628574	pets-main	18	shufersal
196334628581	pets-main	18	shufersal
196334628598	pets-main	18	shufersal
196334628604	pets-main	18	shufersal
196334628611	pets-main	18	shufersal
196334628628	pets-main	18	shufersal
196334628635	pets-main	18	shufersal
196334628642	pets-main	18	shufersal
1970003	fragrance-main	13	shufersal
1970027	fragrance-main	13	shufersal
1970034	fragrance-main	13	shufersal
1970041	fragrance-main	13	shufersal
1970058	fragrance-main	13	shufersal
1970072	fragrance-main	13	shufersal
1970089	fragrance-main	13	shufersal
1970096	fragrance-main	13	shufersal
1970102	fragrance-main	13	shufersal
1970119	fragrance-main	13	shufersal
197012	clothing-main	27	shufersal
1970126	fragrance-main	13	shufersal
1970133	fragrance-main	13	shufersal
1970140	fragrance-main	13	shufersal
1970157	fragrance-main	13	shufersal
1970164	fragrance-main	13	shufersal
1970171	fragrance-main	13	shufersal
1970195	fragrance-main	13	shufersal
1970201	fragrance-main	13	shufersal
1970218	fragrance-main	13	shufersal
1970225	fragrance-main	13	shufersal
1970324	fragrance-main	13	shufersal
1970331	fragrance-main	13	shufersal
1970348	fragrance-main	13	shufersal
1970362	fragrance-main	13	shufersal
1970379	fragrance-main	13	shufersal
1970492	skincare-main	12	shufersal
197081	electronics-main	26	shufersal
197105194212	kitchen-main	20	shufersal
197105539723	kitchen-main	20	shufersal
1973233	clothing-main	27	shufersal
197425	clothing-main	27	shufersal
197456	clothing-main	27	shufersal
197463	clothing-main	27	shufersal
1975015	clothing-main	27	shufersal
197532139886	kitchen-main	20	shufersal
197532558595	kitchen-main	20	shufersal
197548	clothing-main	27	shufersal
197575027379	electronics-main	26	shufersal
197575027386	electronics-main	26	shufersal
197575027393	electronics-main	26	shufersal
197575027416	electronics-main	26	shufersal
197575027447	electronics-main	26	shufersal
197575133018	electronics-main	26	shufersal
197678	clothing-main	27	shufersal
197753	electronics-main	26	shufersal
1979846	skincare-main	12	shufersal
1979860	skincare-main	12	shufersal
1979884	skincare-main	12	shufersal
1979891	skincare-main	12	shufersal
198651412768	pets-main	18	shufersal
198651412782	pets-main	18	shufersal
198651412799	pets-main	18	shufersal
198651412805	pets-main	18	shufersal
198651412812	pets-main	18	shufersal
198651412829	pets-main	18	shufersal
198651412836	pets-main	18	shufersal
198651412843	pets-main	18	shufersal
198651412850	pets-main	18	shufersal
198651412867	pets-main	18	shufersal
198651412874	pets-main	18	shufersal
198651412881	pets-main	18	shufersal
198651412898	pets-main	18	shufersal
198651412980	pets-main	18	shufersal
198651412997	pets-main	18	shufersal
198651413017	pets-main	18	shufersal
198651413024	pets-main	18	shufersal
198651413031	pets-main	18	shufersal
1989272	meat-main	4	shufersal
1989388	meat-main	4	shufersal
1989395	meat-main	4	shufersal
1990148	fragrance-main	13	shufersal
